name,pl_orbsmax
d14429,0.0398
d14430,0.0761
d14431,0.89
d14432,0.0368
d14433,0.1891
d14434,0.11
d14435,0.1931
d14436,0.116
d14437,0
d14438,0.069
d14439,0.1586
d14440,0.201
d14441,0.0378
d14442,0.058
d14443,0.0274
d14444,68
d14445,0.107
d14446,0.01649
d14447,0.072
d14448,0.1436
d14449,0.07
d14450,0.0418
d14451,0.1757
d14452,0.0397
d14453,0
d14454,0.0705
d14455,0.067
d14456,2.1
d14457,0.1995
d14458,0
d14459,2.7
d14460,1.21
d14461,0.027
d14462,0.3919
d14463,0.0697
d14464,-0.0038993
d14465,0.0568
d14466,0.1111
d14467,0.2335
d14468,0
d14469,0.1602
d14470,0.0918
d14471,0
d14472,5.28
d14473,0.455
d14474,0.037
d14475,0.1441
d14476,0.066
d14477,0.116
d14478,0
d14479,0.06
d14480,4.3
d14481,0.036
d14482,0.145
d14483,0.14
d14484,0.2551
d14485,0
d14486,0.0961
d14487,0.1179
d14488,0.0514
d14489,0.103
d14490,0.0518
d14491,0.066
d14492,0.057
d14493,0
d14494,1.332
d14495,0.051
d14496,0.311
d14497,0.04567
d14498,0.5594
d14499,0.13843
d14500,0
d14501,0.0636
d14502,0.2916
d14503,0.106
d14504,0.253
d14505,5.79
d14506,0.2114
d14507,0.1003
d14508,0
d14509,0.1013
d14510,0.7509
d14511,0.0552
d14512,0.4266
d14513,0.0557
d14514,0.1931
d14515,0.3025
d14516,0
d14517,0.102
d14518,0.1631
d14519,0.051
d14520,0.2698
d14521,0.0743
d14522,0.01
d14523,0.1736
d14524,0.0462
d14525,0.079
d14526,0.0257
d14527,0.051
d14528,0.04
d14529,0.0463
d14530,0.0288
d14531,0.2884
d14532,0.098
d14533,0.0537
d14534,0.0765
d14535,0.05067
d14536,0.0852
d14537,0.032
d14538,1.93
d14539,0.46
d14540,3.55
d14541,0.1864
d14542,0.114
d14543,0.1651
d14544,0.2279
d14545,0.03
d14546,0
d14547,0.4477
d14548,0
d14549,1.4
d14550,2.56
d14551,0.2778
d14552,1.2
d14553,0.124
d14554,0.117
d14555,0
d14556,0.093
d14557,4.71
d14558,0.6647
d14559,0.0534
d14560,6.8
d14561,0.076
d14562,0.06
d14563,0.0307
d14564,0.201
d14565,0.1147
d14566,0.083
d14567,0
d14568,0.3661
d14569,0.15
d14570,0.098
d14571,0.0946
d14572,0.0444
d14573,0.1784
d14574,0.201
d14575,0.1063
d14576,0.0575
d14577,0.4477
d14578,0.2985
d14579,0
d14580,1.151
d14581,0.0733
d14582,0.1229
d14583,0.601
d14584,0.4839
d14585,3.93
d14586,5.77
d14587,0.11
d14588,0.0524
d14589,0.0466
d14590,0.0526
d14591,0.131
d14592,0.14
d14593,0
d14594,0.0632
d14595,0.0127
d14596,0.133
d14597,0.353
d14598,0.124
d14599,0.089
d14600,0.1399
d14601,0.0371
d14602,0.7106
d14603,0.0309
d14604,0.1064
d14605,0.0514
d14606,0.04
d14607,0.1183
d14608,0.0307
d14609,0.2281
d14610,0.032
d14611,0.0861
d14612,0.0311
d14613,0.1792
d14614,0.128
d14615,0
d14616,0.5733
d14617,0.57
d14618,0
d14619,0.0916
d14620,0.067
d14621,0.1109
d14622,0.055
d14623,0.1572
d14624,0.087
d14625,0.0733
d14626,0.102
d14627,0.0558
d14628,0.349
d14629,3.471
d14630,0.2875
d14631,0.0292
d14632,0.0461
d14633,2.7
d14634,0.1827
d14635,0
d14636,0.0827
d14637,0.0638
d14638,0.0557
d14639,0.0435
d14640,0.053
d14641,0.0453
d14642,0.1765
d14643,0.0787
d14644,0.4826
d14645,0.069
d14646,0.0858
d14647,0.0187
d14648,0.78
d14649,0.0922
d14650,0
d14651,0.03
d14652,0.18
d14653,0.031
d14654,0.2288
d14655,0.1542
d14656,2.2
d14657,0.0163
d14658,0.1773
d14659,0.0909
d14660,0
d14661,0
d14662,0.0813
d14663,0.0857
d14664,0.083
d14665,0.115
d14666,0.063
d14667,0.2261
d14668,0.0708
d14669,0.2863
d14670,0.1108
d14671,0.1627
d14672,0.143
d14673,0.0916
d14674,0.846
d14675,0.0294
d14676,0.085
d14677,3.787
d14678,0.029
d14679,0.112
d14680,0.0276
d14681,0.048
d14682,0.0652
d14683,0
d14684,0.0738
d14685,0.0498
d14686,1.7
d14687,0.093
d14688,0.1152
d14689,0.06141
d14690,0.1154
d14691,1.45
d14692,1.97
d14693,0.155
d14694,0.2202
d14695,0.0222
d14696,0.0442
d14697,16.4
d14698,0.0625
d14699,0.0308
d14700,0.1262
d14701,0.0357
d14702,0
d14703,0.0692
d14704,200
d14705,0.0698
d14706,0.037
d14707,0.046
d14708,70
d14709,0.0205
d14710,1.34
d14711,0.0347
d14712,0.0452
d14713,0.07
d14714,0.0344
d14715,0.3514
d14716,2.28
d14717,0.1025
d14718,0.1432
d14719,1.167
d14720,0.5416
d14721,0.2709
d14722,0.2554
d14723,0.0349
d14724,0.0192
d14725,0.0616
d14726,0.051
d14727,5.9
d14728,0
d14729,0.092
d14730,0.78
d14731,0.066
d14732,0
d14733,0.03187
d14734,0.0487
d14735,0.1622
d14736,0
d14737,0.1805
d14738,0
d14739,0.0175
d14740,0.0446
d14741,0.1771
d14742,0.1557
d14743,0.0704
d14744,0.071
d14745,0.088
d14746,0.1645
d14747,0.049
d14748,0
d14749,0.418
d14750,0.15
d14751,0.067
d14752,0.1715
d14753,0.03486
d14754,0.027
d14755,0.154
d14756,0.0698
d14757,0.0871
d14758,0.0183
d14759,0.1109
d14760,0
d14761,0.0939
d14762,0.53
d14763,1.819
d14764,0.2663
d14765,0.1032
d14766,0.0316
d14767,0.056
d14768,0
d14769,0.287
d14770,0.0873
d14771,0
d14772,0.8507
d14773,0.031
d14774,0.215
d14775,0.0459
d14776,0.02228
d14777,0.2742
d14778,0.0366
d14779,0.0495
d14780,0.0937
d14781,0.217
d14782,0.0656
d14783,0.103
d14784,0.0524
d14785,0
d14786,0
d14787,0.2281
d14788,0.0272
d14789,0.176
d14790,0.0658
d14791,0.0575
d14792,0.0523
d14793,0.05
d14794,0.0897
d14795,0.0683
d14796,0.077
d14797,0.0778
d14798,0.1178
d14799,0.1473
d14800,0
d14801,0.0247
d14802,0.1107
d14803,0.03033
d14804,0.0725
d14805,0.03957
d14806,1
d14807,0.1798
d14808,0
d14809,3.6
d14810,1.1455
d14811,0.2029
d14812,2.24
d14813,0.1313
d14814,1.81
d14815,0.051
d14816,0
d14817,0.254
d14818,0.1313
d14819,0.0761
d14820,0.154
d14821,0.5102
d14822,0.2235
d14823,0.5726
d14824,0.02153
d14825,0.0441
d14826,0.0726
d14827,0.2234
d14828,0.06669
d14829,0.1229
d14830,0.041
d14831,0.051
d14832,-0.02
d14833,0.0418
d14834,0.076
d14835,0.123
d14836,1.28
d14837,0.3337
d14838,0
d14839,0.065
d14840,0.058
d14841,0.015
d14842,0.0905
d14843,0.0459
d14844,0
d14845,0.1147
d14846,0
d14847,0.058
d14848,0
d14849,0
d14850,0.0355
d14851,0.0684
d14852,0.0344
d14853,0.0392
d14854,0.067
d14855,0.0853
d14856,0.532
d14857,0.1647
d14858,0.0548
d14859,0.0444
d14860,0
d14861,3.64
d14862,0
d14863,0.2977
d14864,0.0748
d14865,0.086
d14866,0
d14867,0.03889
d14868,0.0149
d14869,0.0492
d14870,0.38
d14871,0
d14872,0.4899
d14873,0.1192
d14874,0.05
d14875,0.5886
d14876,0
d14877,0.176
d14878,0.094
d14879,0.066
d14880,0.1038
d14881,0.1143
d14882,0.9453
d14883,0.21
d14884,0.0716
d14885,0.0173
d14886,0.4225
d14887,0.111
d14888,0.0546
d14889,3.416
d14890,0.0628
d14891,0
d14892,14.7
d14893,0.126
d14894,0.03151
d14895,0.0274
d14896,0.0748
d14897,0.02959
d14898,0.215
d14899,0.1337
d14900,20.4
d14901,42.81
d14902,0
d14903,0.0455
d14904,0.06
d14905,0.089
d14906,0.1954
d14907,0.287
d14908,0.1029
d14909,0.0953
d14910,0.1415
d14911,0.057
d14912,0.0281
d14913,1.98
d14914,0.0796
d14915,0.027
d14916,0.2818
d14917,0.052
d14918,0.0534
d14919,0.2186
d14920,330
d14921,0.02313
d14922,0.0356
d14923,0.028
d14924,0.1183
d14925,0
d14926,0
d14927,2.2
d14928,0.5542
d14929,0.0608
d14930,0.0729
d14931,0.038
d14932,0.2032
d14933,0.03899
d14934,0.0997
d14935,0.1131
d14936,0.0162
d14937,0.0749
d14938,0.111
d14939,1.2163
d14940,1.11
d14941,0.0415
d14942,0.0329
d14943,0
d14944,0.042
d14945,0.0289
d14946,0.042
d14947,0.1171
d14948,3.73
d14949,0.1126
d14950,0.06555
d14951,0.1495
d14952,0.022
d14953,0.0684
d14954,0.1059
d14955,0.098
d14956,0
d14957,0.0195
d14958,0.2191
d14959,0.1593
d14960,0.0975
d14961,0.101
d14962,0.0919
d14963,0.0491
d14964,0.1099
d14965,0
d14966,0.3073
d14967,0.064
d14968,0.51
d14969,0.08
d14970,0.0577
d14971,0.4428
d14972,0.118
d14973,10.5
d14974,0.091
d14975,0.0972
d14976,0.049
d14977,0.0187
d14978,0.1176
d14979,0.7391
d14980,0.0887
d14981,0.533
d14982,4.438
d14983,0.119
d14984,0.0547
d14985,0.0616
d14986,0.0665
d14987,0.1174
d14988,0.0453
d14989,0.0491
d14990,0.097
d14991,0
d14992,0.1149
d14993,0
d14994,0.2964
d14995,0.2356
d14996,0
d14997,0.63
d14998,0.064
d14999,0
d15000,0.052
d15001,-0.019
d15002,0.1054
d15003,0.0781
d15004,0.227
d15005,0.1245
d15006,0.106
d15007,0.0777
d15008,0.586
d15009,0.08
d15010,0.8589
d15011,0.201
d15012,0.0563
d15013,0.1186
d15014,0.3677
d15015,0.119
d15016,0.1379
d15017,0.201
d15018,0.0633
d15019,0.057
d15020,0.042
d15021,0.2255
d15022,0.0526
d15023,0.2043
d15024,0.03
d15025,0.1166
d15026,0.2739
d15027,3.18
d15028,0.5781
d15029,0.0102
d15030,0
d15031,0.5785
d15032,0.1056
d15033,2
d15034,0.25
d15035,0.02091
d15036,0.288
d15037,0.119
d15038,0.0781
d15039,0.0905
d15040,0.0781
d15041,0.0129
d15042,0
d15043,0
d15044,0.115
d15045,0.07584
d15046,0.1084
d15047,0.0683
d15048,0.171
d15049,0.0544
d15050,0.0663
d15051,0.0592
d15052,0.158
d15053,0
d15054,0.05
d15055,0.5184
d15056,0.1502
d15057,0.087
d15058,0.883
d15059,0
d15060,2.16
d15061,0.2838
d15062,0.03
d15063,0.0813
d15064,0.0795
d15065,0.178
d15066,1.52
d15067,0.0642
d15068,0
d15069,0.082
d15070,0.2383
d15071,0.0116
d15072,0.2327
d15073,0.0144
d15074,0.228
d15075,0.2182
d15076,-0.02
d15077,0.1455
d15078,0.139
d15079,0.029
d15080,0.124
d15081,0.0684
d15082,0.0493
d15083,0.0406
d15084,0
d15085,0.143
d15086,0
d15087,0.072993
d15088,0
d15089,0.03555
d15090,0.05
d15091,0.045
d15092,0.037
d15093,0.167
d15094,0.0386
d15095,0.1817
d15096,0.093
d15097,0.0367
d15098,0.0556
d15099,0.0301
d15100,0.0296
d15101,0.06
d15102,0.0391
d15103,0.4902
d15104,0.0444
d15105,0
d15106,0
d15107,0.05
d15108,0.221
d15109,0
d15110,0.0299
d15111,0.1077
d15112,0.0436
d15113,0.0523
d15114,0.0347
d15115,1.76
d15116,0.1899
d15117,0.2014
d15118,0.1192
d15119,0.095
d15120,0.0524
d15121,0
d15122,0.7143
d15123,0.066
d15124,0.03904
d15125,0.7509
d15126,1.1546
d15127,0.0467
d15128,0.0646
d15129,0.4436
d15130,330
d15131,0.047
d15132,0.0934
d15133,0
d15134,0.1177
d15135,0
d15136,0.01677
d15137,0.0651
d15138,0.104
d15139,0
d15140,0.1508
d15141,0.1077
d15142,0.1214
d15143,0.1462
d15144,0.094
d15145,0.2996
d15146,0.121
d15147,0.0378
d15148,2.78
d15149,0.182
d15150,0.1001
d15151,0
d15152,0.0682
d15153,0
d15154,0.1518
d15155,0.033
d15156,0.075
d15157,0.1346
d15158,0
d15159,0.281
d15160,0.0559
d15161,1.17
d15162,0.0501
d15163,0.1434
d15164,0.3564
d15165,0.118
d15166,0.7235
d15167,0.0621
d15168,0.0711
d15169,0.0257
d15170,0.1187
d15171,0.1311
d15172,0.1577
d15173,0.5167
d15174,0.3658
d15175,0
d15176,0.0886
d15177,0.0677
d15178,0.1128
d15179,0.0733
d15180,0.0506
d15181,0.1952
d15182,0.0766
d15183,2.03
d15184,0.0958
d15185,0.0169
d15186,0.0384
d15187,1.6
d15188,0
d15189,1.291
d15190,0.0614
d15191,0.0832
d15192,0.1034
d15193,0.1595
d15194,0.238
d15195,0.198
d15196,1.06
d15197,0.024
d15198,0.2359
d15199,0.4884
d15200,-0.007
d15201,0.9638
d15202,0.0659
d15203,0.121
d15204,0.4913
d15205,0.0548
d15206,0.214
d15207,0.0646
d15208,0.1096
d15209,0.971
d15210,0.0362
d15211,0.0634
d15212,0.3816
d15213,0.1224
d15214,3.015
d15215,0.077
d15216,0.95
d15217,1.3
d15218,0.0417
d15219,0.3577
d15220,0.0507
d15221,0.129
d15222,0.039
d15223,0.0386
d15224,0.066
d15225,0.063
d15226,0.0435
d15227,0.098
d15228,0.0853
d15229,0.52
d15230,0
d15231,0.031
d15232,0.123
d15233,0.305
d15234,0.0989
d15235,0.102
d15236,0.6972
d15237,0.506
d15238,0.0795
d15239,0.1157
d15240,0.0604
d15241,0.0545
d15242,0.04997
d15243,0.0771
d15244,0.302
d15245,0.08
d15246,55.7
d15247,0.1034
d15248,0.0554
d15249,0.126
d15250,0.057
d15251,0.0448
d15252,0.0383
d15253,0.117
d15254,0.0559
d15255,0.0621
d15256,14.628
d15257,0.0862
d15258,0.0559
d15259,0.0372
d15260,0.1047
d15261,0
d15262,0.145
d15263,0
d15264,0.2191
d15265,1.053
d15266,3.12
d15267,0.2039
d15268,0.0329
d15269,0.2004
d15270,0.06
d15271,0.1412
d15272,3.8
d15273,1.36
d15274,0.0194
d15275,0
d15276,0.2551
d15277,0.0871
d15278,0.1431
d15279,0.044
d15280,0.035
d15281,0.1033
d15282,0.322
d15283,0.0468
d15284,0
d15285,0.0516
d15286,-0.0003
d15287,0.0527
d15288,0.1157
d15289,0.0595
d15290,0.0442
d15291,0.124
d15292,0.519
d15293,0.0911
d15294,0.046
d15295,3.64
d15296,0.0253
d15297,0.0702
d15298,0.0617
d15299,0.201
d15300,0.191
d15301,0.1202
d15302,-0.007
d15303,0.06
d15304,0.0797
d15305,3.74
d15306,0.4426
d15307,0.0751
d15308,0.0686
d15309,0.2278
d15310,0.4201
d15311,0.3532
d15312,0
d15313,0.1063
d15314,0.0143
d15315,0.0653
d15316,0.1333
d15317,0.85
d15318,773
d15319,0.0856
d15320,0.045
d15321,0.0222
d15322,0.026
d15323,3.11
d15324,0.0796
d15325,4.75
d15326,0.0486
d15327,0
d15328,0.7681
d15329,0.0479
d15330,0
d15331,0
d15332,0.0361
d15333,0.286
d15334,0.08113
d15335,0.0802
d15336,0.165
d15337,0.2627
d15338,0.099
d15339,0.069
d15340,0.0382
d15341,0.1121
d15342,0.3799
d15343,0.122
d15344,2.83
d15345,0.3049
d15346,2.07
d15347,0.2648
d15348,0
d15349,0.1622
d15350,0.0916
d15351,0.036
d15352,0.12
d15353,0.035
d15354,0
d15355,0
d15356,0.2543
d15357,0.0882
d15358,0.0388
d15359,0.439
d15360,0
d15361,0.0805
d15362,0.04738
d15363,0.3796
d15364,0
d15365,0.1996
d15366,0.275
d15367,0.101
d15368,0.258
d15369,0.107
d15370,0.1931
d15371,0
d15372,0.1735
d15373,1.36
d15374,0
d15375,0
d15376,0
d15377,0.0456
d15378,0.167
d15379,0
d15380,0.0455
d15381,0.302
d15382,0.02278
d15383,0
d15384,0.079
d15385,0
d15386,0.1272
d15387,0.2355
d15388,0.3214
d15389,0.1898
d15390,0.042
d15391,0.049
d15392,0.1371
d15393,0.1165
d15394,0.061
d15395,0.1194
d15396,0.1176
d15397,0
d15398,0.1055
d15399,0.1624
d15400,0.07131
d15401,0.0615
d15402,0.316
d15403,0.0827
d15404,0.0579
d15405,0.4836
d15406,0.0324
d15407,0.0413
d15408,0.0954
d15409,4.91
d15410,0
d15411,0.055
d15412,0.0492
d15413,0
d15414,3.3
d15415,0.05107
d15416,0.1127
d15417,0.2682
d15418,0.2039
d15419,0
d15420,0.04354
d15421,0
d15422,0.058
d15423,0.0248
d15424,0.0479
d15425,0.1142
d15426,0.0535
d15427,0.0917
d15428,0.5548
d15429,0.0514
d15430,0
d15431,0.0887
d15432,0.2391
d15433,0.15
d15434,0.283
d15435,0.183
d15436,0.0654
d15437,0
d15438,0.0752
d15439,0.0626
d15440,0.129
d15441,2.33
d15442,0.044
d15443,0.0592
d15444,0.7048
d15445,0.0871
d15446,0.145
d15447,0.3185
d15448,0.075
d15449,487.1
d15450,0.0523
d15451,0.0459
d15452,0.037
d15453,0.0338
d15454,0.0712
d15455,4.14
d15456,0.2327
d15457,0.2877
d15458,0
d15459,0.0729
d15460,0.0315
d15461,0.995
d15462,0.1406
d15463,0.186
d15464,0.0059
d15465,0.156
d15466,0.2392
d15467,0.1107
d15468,0.122
d15469,0.4853
d15470,0.1034
d15471,1.15
d15472,0.0533
d15473,0.0755
d15474,0.138
d15475,0.1003
d15476,0.156
d15477,0
d15478,0.0432
d15479,0.1733
d15480,0.046
d15481,0
d15482,0.1799
d15483,0.0488
d15484,0.0382
d15485,0
d15486,0.3907
d15487,0.1967
d15488,0.0424
d15489,0
d15490,2.15
d15491,0.0938
d15492,0.0391
d15493,0.1433
d15494,0
d15495,0.1679
d15496,0.0362
d15497,0.0464
d15498,0
d15499,-0.007
d15500,0.576
d15501,0
d15502,0.0894
d15503,0.1836
d15504,0.04663
d15505,0.8507
d15506,0.1699
d15507,0.1375
d15508,0.017
d15509,0.14
d15510,0.0658
d15511,0.4836
d15512,0.181
d15513,0.052
d15514,0.1016
d15515,0.2796
d15516,0.0701
d15517,0
d15518,0.02815
d15519,0.2073
d15520,0.3926
d15521,0.188
d15522,0.0936
d15523,0.3825
d15524,0.1543
d15525,0.759
d15526,1.48
d15527,0.163
d15528,0.4029
d15529,0.0284
d15530,0.0969
d15531,0.1211
d15532,0.051
d15533,0.0264
d15534,0.1322
d15535,0.0679
d15536,0.052
d15537,0.042
d15538,0.0343
d15539,0.0813
d15540,0.3726
d15541,5.13
d15542,0.127
d15543,0.239
d15544,0
d15545,0.228
d15546,0.127
d15547,0
d15548,0.2466
d15549,0.1172
d15550,0.0229
d15551,0.05596
d15552,0.4201
d15553,0.15
d15554,0.129
d15555,0.0124
d15556,0.0733
d15557,0.0289
d15558,0.1022
d15559,0.0499
d15560,0.1415
d15561,0
d15562,0.064
d15563,0
d15564,0.0464
d15565,0.04809
d15566,0.1593
d15567,0.1313
d15568,0.1773
d15569,0.0248
d15570,0.0553
d15571,0.3579
d15572,0.509
d15573,0.1539
d15574,0.1758
d15575,0.0523
d15576,0.042
d15577,0.0335
d15578,0.1124
d15579,0.5166
d15580,0.124
d15581,0.0247
d15582,0.0615
d15583,0.0934
d15584,0.0832
d15585,0.1374
d15586,0.045
d15587,0.272
d15588,0.0465
d15589,0.0783
d15590,0.1781
d15591,0.0538
d15592,0.0398
d15593,0.2967
d15594,0.0662
d15595,0.0169
d15596,0.0712
d15597,157
d15598,0.1533
d15599,0.02967
d15600,0.0973
d15601,0.116
d15602,0
d15603,0.3015
d15604,0.083
d15605,25
d15606,0.745
d15607,0.0907
d15608,1.23
d15609,0.0455
d15610,3.56
d15611,0.0354
d15612,0.039
d15613,-0.001
d15614,0.2668
d15615,0.065
d15616,0.237
d15617,1.6
d15618,0.0915
d15619,0.1359
d15620,0.2903
d15621,0
d15622,0.2279
d15623,0
d15624,0.2457
d15625,5.4
d15626,-1.00E-05
d15627,0.091
d15628,0.189
d15629,0.0703
d15630,0.1312
d15631,0.0906
d15632,0.0984
d15633,0.0559
d15634,0.035
d15635,0.0717
d15636,0.2627
d15637,0
d15638,0
d15639,1.913
d15640,0.0617
d15641,0.067
d15642,0.2863
d15643,2.0091
d15644,0.0805
d15645,0.029
d15646,0.0608
d15647,0.055
d15648,0.01544
d15649,0.5337
d15650,0.1786
d15651,0.0527
d15652,0.0882
d15653,0.2528
d15654,0.109
d15655,0.0383
d15656,0.86762
d15657,0.05
d15658,0.057
d15659,0.076
d15660,0.04263
d15661,0.077
d15662,0.6961
d15663,0.06108
d15664,0.042
d15665,0.043
d15666,0.0674
d15667,0.0306
d15668,0.0418
d15669,0.039
d15670,0.5
d15671,0.1302
d15672,0.1057
d15673,0.1841
d15674,0.1633
d15675,0.0683
d15676,0
d15677,0.01504
d15678,0
d15679,0.085
d15680,0.0821
d15681,0.4971
d15682,0.93
d15683,0.0795
d15684,0.068
d15685,1.16
d15686,0.054
d15687,0.04698
d15688,0.0802
d15689,0.4573
d15690,0.3719
d15691,4.3
d15692,0.0763
d15693,0.97
d15694,0.1345
d15695,0.222
d15696,0.085
d15697,0
d15698,0.0295
d15699,0.3912
d15700,0.038
d15701,4.77
d15702,0.0474
d15703,0.1552
d15704,0.1015
d15705,0.14
d15706,0.0452
d15707,0.1323
d15708,0.1303
d15709,0.0807
d15710,0.0823
d15711,0.1072
d15712,3.92
d15713,0.1599
d15714,0.11
d15715,0.094
d15716,0.27
d15717,0.0657
d15718,0.1589
d15719,0.3436
d15720,0
d15721,0.103
d15722,0.0915
d15723,0.21
d15724,0.1022
d15725,0.0586
d15726,0
d15727,0.0626
d15728,0.0916
d15729,0.0457
d15730,0.3576
d15731,0.2053
d15732,0.043
d15733,0.7209
d15734,0.0625
d15735,0.4322
d15736,0.3059
d15737,0.3006
d15738,0.1898
d15739,0.0519
d15740,0.0561
d15741,0.0957
d15742,0.061
d15743,0.747
d15744,0.1931
d15745,0.0841
d15746,0.1688
d15747,0.104
d15748,0
d15749,0.1086
d15750,3.704
d15751,0.0519
d15752,0.3351
d15753,0.0833
d15754,0.193
d15755,0.1216
d15756,0.86
d15757,0
d15758,0.11
d15759,0.136
d15760,0.0604
d15761,5.14
d15762,0
d15763,0.993
d15764,0
d15765,0.077
d15766,0.11
d15767,0
d15768,0.2305
d15769,0.2523
d15770,0.036
d15771,0.0783
d15772,0.03783
d15773,0.0626
d15774,0.0551
d15775,0.191
d15776,0.0744
d15777,0.3852
d15778,0
d15779,0.0361
d15780,0.027
d15781,0.0939
d15782,0.0879
d15783,0.0677
d15784,0.033
d15785,0.04022
d15786,0.0559
d15787,0.1125
d15788,0.091
d15789,0.1187
d15790,0.105
d15791,0.046
d15792,0.1629
d15793,0.1668
d15794,0.0459
d15795,0.0869
d15796,0.0477
d15797,0.0921
d15798,0.81
d15799,0.4382
d15800,0.075
d15801,0.65
d15802,0.3277
d15803,0.089
d15804,0.1126
d15805,0
d15806,0.0617
d15807,1.89
d15808,0.0483
d15809,0.1467
d15810,0
d15811,0.08642
d15812,5.15
d15813,0.1916
d15814,0.0473
d15815,0.0448
d15816,0.1733
d15817,0.4817
d15818,0
d15819,0.0899
d15820,0.0397
d15821,0.0956
d15822,0.188
d15823,0.107
d15824,0.014
d15825,0.078
d15826,0.06
d15827,0.1039
d15828,9.75
d15829,0.066
d15830,0
d15831,0.115
d15832,0.4159
d15833,0.1055
d15834,0.0312
d15835,0.1596
d15836,0.0516
d15837,0.18
d15838,0.354
d15839,0.0686
d15840,0.1054
d15841,0.1429
d15842,0.0539
d15843,0
d15844,0
d15845,0.2327
d15846,0.0989
d15847,0.0171
d15848,0
d15849,0.0858
d15850,0.0568
d15851,0.0725
d15852,0.08
d15853,2.28
d15854,0.048
d15855,0.074
d15856,0.0462
d15857,0
d15858,0.1002
d15859,0
d15860,0.0571
d15861,0
d15862,0.0611
d15863,0.0559
d15864,0.0536
d15865,0.1087
d15866,0.0801
d15867,0.03781
d15868,0.053
d15869,0.15
d15870,0.0733
d15871,0
d15872,0.0492
d15873,0.02298
d15874,0.0753
d15875,0.0456
d15876,0.1041
d15877,0.056
d15878,0.102
d15879,0.04075
d15880,0.059
d15881,0.0878
d15882,0.0152
d15883,0.1429
d15884,0.077
d15885,0.132
d15886,0.3255
d15887,0.1302
d15888,0.092
d15889,0.171
d15890,0.1424
d15891,0
d15892,0.0581
d15893,0.1287
d15894,0.196
d15895,0.022
d15896,0
d15897,0.0738
d15898,-4.10E-06
d15899,0.022
d15900,0
d15901,0.0805
d15902,0.1561
d15903,0.0445
d15904,0.227
d15905,0.0385
d15906,0.373
d15907,0
d15908,0.086
d15909,0.0837
d15910,0.1355
d15911,0
d15912,0.488
d15913,0.0391
d15914,0
d15915,0
d15916,0.226
d15917,0.1494
d15918,0.3961
d15919,0.1305
d15920,0.0531
d15921,0.3355
d15922,0.1957
d15923,0
d15924,0.0488
d15925,0
d15926,0.0919
d15927,0.042
d15928,0.079
d15929,0.197
d15930,0.1139
d15931,0.079
d15932,0.2539
d15933,0.1051
d15934,0.068
d15935,0.0743
d15936,0.0528
d15937,0.3726
d15938,0.0932
d15939,0
d15940,0.04054
d15941,0.0625
d15942,0.0949
d15943,0.0757
d15944,0.238
d15945,0
d15946,0.1301
d15947,0
d15948,0
d15949,1.68
d15950,0
d15951,0
d15952,0.0217
d15953,0.06878
d15954,0.0597
d15955,0
d15956,0.076
d15957,0.018
d15958,0.086
d15959,0.0898
d15960,0.062
d15961,0.083
d15962,0.04
d15963,0.04258
d15964,0
d15965,-4.00E-06
d15966,0.0685
d15967,0.2643
d15968,0.0659
d15969,0.1355
d15970,0.058
d15971,0.1187
d15972,0
d15973,0.0426
d15974,0.067
d15975,0.0809
d15976,0.1381
d15977,0.0558
d15978,0.067
d15979,1.138
d15980,0.0778
d15981,0.05475
d15982,0.6647
d15983,0.012
d15984,0.02677
d15985,0.0456
d15986,0.095
d15987,1.1
d15988,0
d15989,0.0837
d15990,0.2142
d15991,2.1
d15992,3
d15993,0.0463
d15994,1.6
d15995,0.0537
d15996,0.2093
d15997,0.2451
d15998,0.1379
d15999,0
d16000,0.334
d16001,0
d16002,0.3778
d16003,0.3
d16004,0.0437
d16005,0.1198
d16006,0.102
d16007,0.0597
d16008,0.1236
d16009,0.044
d16010,0.0572
d16011,0
d16012,0.167
d16013,0.228
d16014,22
d16015,0.0971
d16016,0.1286
d16017,0.0623
d16018,0.2694
d16019,0.1002
d16020,0.234
d16021,0.1833
d16022,0.0354
d16023,0.0958
d16024,0.132
d16025,0
d16026,0.2432
d16027,0.1473
d16028,0
d16029,0
d16030,0.134
d16031,0.287
d16032,0.0991
d16033,0.1116
d16034,0.05614
d16035,0.2018
d16036,0.075
d16037,0.1564
d16038,0
d16039,0.1402
d16040,0
d16041,0.1679
d16042,0.2749
d16043,0.0615
d16044,0.238
d16045,0.0346
d16046,1.7
d16047,0.064
d16048,0.0228
d16049,0.0743
d16050,0.1954
d16051,0.02329
d16052,0.142
d16053,0.179
d16054,1.65
d16055,0.23
d16056,-3.00E-07
d16057,0
d16058,0.1231
d16059,0.06
d16060,0.093
d16061,0.062
d16062,0.087
d16063,0.05741
d16064,0.0565
d16065,0.0128
d16066,0.0538
d16067,0.0926
d16068,0.067
d16069,0.4393
d16070,0.0942
d16071,0.0776
d16072,0.2451
d16073,0.47
d16074,0
d16075,0.128
d16076,0.0395
d16077,0.83
d16078,0
d16079,0.0963
d16080,0.083
d16081,0.0837
d16082,0.1426
d16083,0.0476
d16084,0.1508
d16085,0.01598
d16086,0
d16087,0.3677
d16088,0.2746
d16089,0
d16090,0
d16091,0.03871
d16092,0.0795
d16093,0.0981
d16094,0.0581
d16095,0.103
d16096,0
d16097,0.2765
d16098,0
d16099,0.0634
d16100,0.0379
d16101,0.1398
d16102,0.0308
d16103,0.0376
d16104,2.026
